entry_id,nasa_yuwe,pos,gloss_es,gloss_en,gloss_other,semantic_domain,notes
CSJiV0Ut0xXscleCq2Yc,"yuta-, yutáa-",verb transitive,"llenar, rellenar",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CTWVTgisXQoDV8yvBT6Z,tjũ'we puuple,adj,sordo,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CXXirwS0nt5IgyBDzeMI,ta'ts yuu-,verb intransitive,encorvarse,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CYyJpwvzcFEBxoXkOsdb,letani,past participle,colgado,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CZBgAecwZE7zomCn3hmk,susni,n,ruido,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CZTeC7XEv7xl7QjIti75,"sajcu-, sacue-",verb transitive,sacudir ,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CaQQm5t8EuJ8AwvXqMTl,chich,n,la carne,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CbMbjVGZPc7oZftu480M,mẽewẽjy,n,"el gallinazo, galembo (ave)",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CczLAi8QWz67hMgqk4gF,is-,verb transitive,vestirse (dícese de la mujer),,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CdTOcwzlylOmWPwGg9wT,petyi'jni,n,la escalera,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CeJISZumjDNnRhCudODV,"weech-, weechi-",verb transitive,"rechazar, burlar, despreciar",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CeUoIo3XQOJ78Y2yc0iJ,ulu'j,n,rata grande del monte (mamífero roedor),,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CgPXt6yOFSuOgYrfuAax,lmushnu,n,limosna,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
ChiGLFF676MryJyw5x4W,wech we'we-,verb transitive,decir gracias,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
Ci7fUQE4DMN3ec7643Pf,chinda ca'ca,n,"el tobillo, la espinilla",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
Cj15Iw9ZtoetMPLkIM6a,ñusu en,n,la desgracia,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CkKkI98bJrxRFw1PGzY4,jypa'yajcynimée,n,descuido,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CmHvoA0WkcLUlE54wJOo,shna'na,n,baba,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
Cn6powfUsjpDxJ0fxh9J,tupite-,verb intransitive,hacerse mataduras,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CoizB8BLCwloZaACjcr6,iimi'ya' passa,n,comprometida (la novia),,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CpLLVoSUJC6xYJH6cr7O,peeygãawa'j,n,"amor, misericordia",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
Cpf39kt4iiLckjbuYpL9,ũ'shic,n,el gusano,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
Cpo3bBrt8ipGXkMgZgWB,"cafi´j-, cafi´ji-",verb transitive,"cavar, abrir hoyo, ahuecar",to dig a hole,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CrUYvX0tEz4X9gu2tMez,daachajca,n,curíbano (planta),,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CrXIO1IVGNTy3Cx7BatV,"cmaasu'j-, cmaasu'ju-",verb transitive,amansar,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CsQykWeSnf4Z27Bx5Rog,"jyzuunz-, jyzuunzu-",verb reflexive,estirarse,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
Cu80xuwr47aktlaQVnA3,piisháa,n,la oveja,,,,"(préstamo del español), GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
Cuil7YTNSb8QBg6y6wuz,yandy (ñandy T),n,el nevado,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CvNGYIgtn78doixg1g1M,wẽeshuní,n,ultraje,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CvppoGE6Drk01G8ueJQh,"jypi'cy-, jypi'qui-",verb transitive,"invitar, convidar",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
Cw3XWpmCO81RUWPNtq4L,fytũu tash,n,"la mata, el árbol",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CwOcvSiNwvpV4ixnzJzA,tjamejy,adv,,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
Cx6TpmIP9c0bDJOfZS5V,"shijca-, shica-",verb transitive,reir,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
Cy8FaNY1XdUJFRLUp8R7,atate tsẽy,adj,azul celeste,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CyT8gbZO7i25lF15T0rz,tsalli'll,n,gavilán,hawk,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
Cyrpuxho3IUEh0AYFQGy,wallinde (wellinda),n,el aguardiente,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CzGRlptEBtygBy6lVOIt,mutsu-,verb intransitive,estar disgustado,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
CzRiapKva0psxW3da7YO,teepjute-,verb intransitive,dar volteretas,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
D1kaTjfeWMHXv3g9gmS5,pyãjtewe'sh,n,el hermano de en medio,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
D1lnxo9k5N359P4qofWc,"apj-, apjáa-",verb transitive,"cerrar, tapar, cubrir","to close, to cover",,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
D2AV0UKibPmPibEAkV1n,"cha'cy-, cha'qui-",verb intransitive,enfadarse,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
D3QJiuCMq4TSOnvzgmWU,"mẽ', mẽ'we",imp,¡Coma!,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
D3x3jO6gjvFfLFELY0ho,ãchwe'sh,n,reciente (ej. oficiales recientement elegidos),someone new (as in a newly elected offical),,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
D5RImQ8UDkvASHkPHKsS,atall cjas,n,la pluma (de gallina),feather (hen's),,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
D5hpdSOJwErcKWLNLlvA,patste,adv,a la derecha,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
D7Kvjq6kTb2u1gUkCmlJ,"peme'j-, peme'je-",verb transitive,curar olla (con maíz molido),,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
D7Z1GWRiaLqZIPTvF9kZ,swendende-,verb transitive,perforar (varias cosas o en varias partes),,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
D9ZNfjDFWzhed9xaYZHP,ũtj,n,"la batata (planta, de tubérculos comestibles)",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DAHFookYDm9HX5C4zmBK,pjay we'we-,verb transitive,"bromear, chancear",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DAMMj0zQF6qhxSvpxDlE,sa'te,n,cucaracha,cockroach,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DAvecIRXGknkJmu6hDYy,catyja´,adj,activo,active,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DD86Quzcx5H6016EgrGh,"leng-, lengu-",verb intransitive,cojear,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DE3Hb9e11fjxWznXGTyz,sec cãani,n,"el oriente, este",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DFfLRjSMSN6k7v5Lfe4K,punga wee,n,colerín,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DGmMVzg9tJw5kGSEc8UU,ẽs zits,n,liendre,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DIha6gqNL2Dvglb1f7wM,ta'nda,n,"el cucarrón, escarabajo (insecto)",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DJhiOsY74PbxOUl2PiHb,ũchi'ch-,verb intransitive,defecar (repetidas veces),,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DMqYJttlPeXQgj81uxwv,wawa,n,el algodón,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DNqerGeXgCTvNbJALPSo,"puuty ijca-, puuty iica-",verb reflexive,chocar con,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DO2GLndyt3C637AAbMd7,shimb dyi'tj,n,el tallo de maíz,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DP22eCm4ByrKIwpR0MMV,jyuuts atyj,n,la blusa de lana,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DQ2pvs2EYT7XW30Lml7r,enda-,verb intransitive,flotar,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DQSTsei4GVOZcLDsT76Q,cul,n,cogollo,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DTarfsFj6j2GnncdBOVH,lash,adj,flojo,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DUM0TBrXlp736h6iLPkD,chu'ch,n,"el pecho, la teta",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DUgmJMAAuu93jDTBfdMi,taacue yaj,n,(especie de bejuco),,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DXcsaNsPnZuf1gWnHrF0,cjãas,n,la ortiga,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DXf2oUcixXwk9XHcdHoD,peessa,n,que regala,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DXuixLbOLRA8gprdUZr0,shuma,n,la ardilla (mamífero roedor),,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DYfpJUxsjRmUK9G3QU8O,tajtstewe'sh,adj,quinto,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DZPiqRos7JpJBVTRvi3D,"ujndy-, undyi-",verb intransitive,1. secarse; 2. agotarse,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DZt48ecVwtanimKg8GDM,"psuw-, psuwúu-",verb transitive,malgastar,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DaftlLpe0CSyF1C4xXFk,"jytujnd-, jytundu-",verb intransitive,"estar encarcelado, detenido",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DbhaADTUskk34NRpgzpG,"capla, caplcuẽ",n,"la cabra, el chivo",goat or kid goat,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DeDYsbdphSy9gZFsY0kB,tjame ũus,n,vergüenza,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DfA87dk513FkjsxWXTjG,cleecytul (T),n,inspector,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
Dh3iEDziQdHhxODvg3TA,pdeeu'y,n,la fornicadora,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
Dj2ZQMJTN0SqYxHtr07T,ĩitse'jsa,n,la cocinera,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DjczF6K9pZEFRaScwnyI,findy,n,"la coyuntura, canuto de la caña",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DkLOtCDyD45VCwlguKjk,"nuyle'ch-, nuyle'chi-",verb transitive,"achicar, comprimir, reducir de tamaño",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DmKtJ0mjn4wW3I34zJMV,"me'j, me'jwe",imp,¡Vaya!,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DmthQ17JQt5KRr8o87Mo,niisa,n,la hija,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DnMuH7JcGJJOtdhocD4n,payu pjeelu,adj,bayo cariblanco,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DpMmYLAaCKuHUuxJmpyW,cpun,n,el jabón,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
Dt0mhL5rgMqlXQwCPMH4,ñavytuć,n,la coral (culebra),,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
Dtcyu01kgNECjyq2nw5B,yajcy-,verb transitive,"atrapar, coger con trampa",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DuVziiibYIotarRBjhkB,cnaysá,n,el jornalero,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
DyC0jitlnMaSEuF2emiq,tjutj,adj,"bien tejido (jigra, canasta, ruana)",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
E13H83w9yZUeiFDgDVfM,jembu cuseju,adj,zurdo,,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
E1CooiQOB1CVUZHgnaTK,"paapẽjy-, paapẽyĩ- ",verb transitive,"preguntar, consultar a otro",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.asp?id=928474519033"
